 3000.0       3.34389731E-09
 3325.0       3.28286439E-09
 3350.0       3.24379153E-09
 3375.0       3.23782175E-09
 3400.0       3.23186305E-09
 3452.0       3.19928520E-09
 3450.0       3.16120707E-09
 3475.0       3.12934153E-09
 3500.0       3.10350868E-09
 3525.0       3.09494522E-09
 3550.0       3.08640532E-09
 3575.0       3.06374736E-09
 3600.0       3.04967059E-09
 3625.0       3.03565869E-09
 3650.0       3.04686323E-09
 3675.0       3.05810878E-09
 3700.0       3.06657052E-09
 3725.0       3.17579852E-09
 3750.0       3.64294775E-09
 3775.0       4.22136543E-09
 3800.0       4.91420152E-09
 3825.0       5.54437941E-09
 3850.0       6.37166521E-09
 3875.0       6.87152227E-09
 3900.0       6.96070068E-09
 3925.0       7.75269937E-09
 3950.0       7.16230747E-09
 3975.0       6.81479727E-09
 4000.0       8.04364643E-09
 4025.0       8.69867241E-09
 4050.0       8.61098791E-09
 4075.0       7.38334107E-09
 4100.0       6.50208970E-09
 4125.0       7.10318225E-09
 4150.0       7.94059276E-09
 4175.0       7.84608454E-09
 4200.0       7.73843164E-09
 4225.0       7.65337463E-09
 4250.0       7.50676723E-09
 4275.0       7.28203851E-09
 4300.0       6.67810062E-09
 4325.0       5.61633444E-09
 4350.0       5.63187434E-09
 4375.0       6.31324952E-09
 4400.0       6.74610277E-09
 4425.0       6.66581072E-09
 4450.0       6.56829972E-09
 4475.0       6.46030426E-09
 4500.0       6.35993906E-09
 4525.0       6.22089651E-09
 4550.0       5.97383133E-09
 4575.0       6.01801089E-09
 4600.0       5.96283744E-09
 4625.0       5.88644339E-09
 4650.0       5.80033316E-09
 4675.0       5.68922296E-09
 4700.0       5.58538270E-09
 4725.0       5.48343823E-09
 4750.0       5.37344665E-09
 4775.0       5.28996668E-09
 4800.0       5.18863308E-09
 4825.0       4.79791948E-09
 4850.0       4.11010528E-09
 4875.0       4.12907672E-09
 4900.0       4.60312698E-09
 4925.0       4.86466498E-09
 4950.0       4.80234076E-09
 4975.0       4.71468785E-09
 5000.0       4.65000000E-09
 5025.0       4.57775922E-09
 5050.0       4.50664093E-09
 5075.0       4.44890319E-09
 5100.0       4.38382232E-09
 5125.0       4.32367409E-09
 5150.0       4.26042526E-09
 5175.0       4.20196994E-09
 5200.0       4.14050159E-09
 5225.0       4.09122115E-09
 5250.0       4.03508734E-09
 5275.0       3.98706161E-09
 5300.0       3.92873683E-09
 5325.0       3.89630504E-09
 5350.0       3.84638685E-09
 5375.0       3.79361251E-09
 5400.0       3.74846067E-09
 5425.0       3.69702973E-09
 5450.0       3.64630473E-09
 5475.0       3.59958942E-09
 5500.0       3.54040516E-09
 5525.0       3.49182899E-09
 5550.0       3.45026888E-09
 5575.0       3.42178693E-09
 5600.0       3.37173126E-09
 5625.0       3.31324047E-09
 5650.0       3.26477266E-09
 5675.0       3.21997836E-09
 5700.0       3.17287502E-09
 5725.0       3.14089168E-09
 5750.0       3.09779693E-09
 5775.0       3.05529365E-09
 5800.0       3.01337351E-09
 5825.0       2.99125158E-09
 5850.0       2.93936111E-09
 5875.0       2.89903160E-09
 5900.0       2.85662311E-09
 5925.0       2.81483490E-09
 5950.0       2.77365839E-09
 5975.0       2.73812294E-09
 6000.0       2.69558446E-09
 6025.0       2.66104957E-09
 6050.0       2.62937748E-09
 6075.0       2.60287279E-09
 6100.0       2.57426307E-09
 6125.0       2.53894298E-09
 6150.0       2.50410737E-09
 6175.0       2.46974986E-09
 6200.0       2.43586353E-09
 6225.0       2.40244228E-09
 6250.0       2.36729819E-09
 6275.0       2.34775608E-09
 6300.0       2.32195039E-09
 6325.0       2.29009219E-09
 6350.0       2.26909637E-09
 6375.0       2.25659153E-09
 6400.0       2.24002544E-09
 6425.0       2.20522517E-09
 6450.0       2.17697256E-09
 6475.0       2.14710341E-09
 6500.0       2.10791429E-09
 6525.0       1.92598514E-09
 6550.0       1.74523101E-09
 6575.0       1.67437590E-09
 6600.0       1.86488874E-09
 6625.0       2.01489747E-09
 6650.0       1.99275059E-09
 6675.0       1.97084721E-09
 6700.0       1.94918439E-09
 6725.0       1.93309378E-09
 6750.0       1.91184615E-09
 6775.0       1.88909132E-09
 6800.0       1.86660728E-09
 6825.0       1.84099644E-09
 6850.0       1.81406562E-09
 6875.0       1.79412592E-09
 6900.0       1.76950968E-09
 6925.0       1.74683938E-09
 6950.0       1.73721259E-09
 6975.0       1.71811796E-09
 7000.0       1.70707625E-09
 7025.0       1.68675878E-09
 7050.0       1.66514836E-09
 7075.0       1.64381509E-09
 7100.0       1.62574693E-09
 7125.0       1.60344082E-09
