# VEGA Spectrum from PEGASE2
      91. .0000D+00
      94. .0000D+00
      96. .0000D+00
      98. .0000D+00
     100. .0000D+00
     102. .0000D+00
     104. .0000D+00
     106. .0000D+00
     108. .0000D+00
     110. .0000D+00
     114. .0000D+00
     118. .0000D+00
     121. .0000D+00
     125. .0000D+00
     127. .0000D+00
     128. .0000D+00
     131. .0000D+00
     132. .0000D+00
     134. .0000D+00
     137. .0000D+00
     140. .0000D+00
     143. .0000D+00
     147. .0000D+00
     151. .0000D+00
     155. .0000D+00
     159. .0000D+00
     162. .0000D+00
     166. .0000D+00
     170. .0000D+00
     173. .0000D+00
     177. .0000D+00
     180. .0000D+00
     182. .0000D+00
     186. .0000D+00
     191. .0000D+00
     194. .0000D+00
     198. .0000D+00
     202. .0000D+00
     205. .0000D+00
     210. .0000D+00
     216. .0000D+00
     220. .0000D+00
     223. .0000D+00
     227. .0000D+00
     230. .0000D+00
     234. .0000D+00
     240. .0000D+00
     246. .0000D+00
     252. .0000D+00
     257. .0000D+00
     260. .0000D+00
     264. .0000D+00
     269. .0000D+00
     274. .0000D+00
     279. .0000D+00
     284. .0000D+00
     290. .0000D+00
     296. .0000D+00
     301. .0000D+00
     308. .0000D+00
     318. .0000D+00
     328. .0000D+00
     338. .0000D+00
     348. .0000D+00
     357. .0000D+00
     366. .0000D+00
     375. .0000D+00
     385. .0000D+00
     395. .0000D+00
     405. .0000D+00
     414. .0000D+00
     422. .0000D+00
     430. .0000D+00
     441. .0000D+00
     451. .0000D+00
     460. .0000D+00
     470. .0000D+00
     480. .0000D+00
     490. .0000D+00
     500. .0000D+00
     506. .6536D-23
     512. .1107D-22
     520. .2110D-22
     530. .4594D-22
     540. .9683D-22
     550. .1991D-21
     560. .3982D-21
     570. .7765D-21
     580. .1479D-20
     590. .2758D-20
     600. .5029D-20
     610. .8985D-20
     620. .1575D-19
     630. .2709D-19
     640. .4579D-19
     650. .7610D-19
     658. .1129D-18
     665. .1582D-18
     675. .2529D-18
     685. .3983D-18
     695. .6187D-18
     705. .9488D-18
     716. .1496D-17
     726. .2235D-17
     735. .3175D-17
     745. .4639D-17
     755. .6713D-17
     765. .9603D-17
     775. .1361D-16
     785. .1910D-16
     795. .2655D-16
     805. .3660D-16
     815. .5000D-16
     825. .6780D-16
     835. .9114D-16
     845. .1216D-15
     855. .1611D-15
     865. .2119D-15
     875. .2768D-15
     885. .3592D-15
     895. .4632D-15
     905. .5935D-15
     915. .7466D-14
     925. .4590D-13
     935. .7626D-13
     945. .1261D-12
     955. .1762D-12
     965. .2312D-12
     975. .2052D-12
     985. .3322D-12
     995. .3763D-12
    1005. .4642D-12
    1015. .5307D-12
    1025. .3752D-12
    1035. .6875D-12
    1045. .8416D-12
    1055. .9682D-12
    1065. .1077D-11
    1075. .1255D-11
    1085. .1414D-11
    1095. .1546D-11
    1105. .3075D-10
    1115. .9376D-10
    1125. .1141D-09
    1135. .1262D-09
    1145. .9269D-10
    1155. .7016D-10
    1165. .4486D-10
    1175. .1801D-10
    1185. .8897D-11
    1195. .5133D-11
    1205. .4340D-11
    1215. .1225D-11
    1225. .4784D-11
    1235. .9469D-11
    1245. .1966D-10
    1255. .8111D-10
    1265. .1869D-09
    1275. .7255D-09
    1285. .1460D-08
    1295. .2013D-08
    1305. .1596D-08
    1315. .2878D-08
    1325. .3381D-08
    1335. .3310D-08
    1345. .4324D-08
    1355. .4175D-08
    1365. .4122D-08
    1375. .4609D-08
    1385. .4546D-08
    1395. .4958D-08
    1405. .4990D-08
    1415. .4762D-08
    1425. .5125D-08
    1435. .4723D-08
    1442. .5313D-08
    1447. .5713D-08
    1455. .5697D-08
    1465. .5204D-08
    1475. .5148D-08
    1485. .5422D-08
    1495. .5722D-08
    1505. .5915D-08
    1512. .5497D-08
    1517. .5792D-08
    1525. .5149D-08
    1535. .4714D-08
    1545. .5762D-08
    1555. .5317D-08
    1565. .4842D-08
    1575. .5542D-08
    1585. .5806D-08
    1595. .6171D-08
    1605. .5836D-08
    1615. .5712D-08
    1625. .5204D-08
    1635. .5547D-08
    1645. .5838D-08
    1655. .4657D-08
    1665. .5780D-08
    1672. .4177D-08
    1677. .5639D-08
    1685. .5990D-08
    1695. .5525D-08
    1705. .5369D-08
    1715. .5438D-08
    1725. .5373D-08
    1735. .5628D-08
    1745. .5460D-08
    1755. .5841D-08
    1765. .5169D-08
    1775. .5633D-08
    1785. .5554D-08
    1795. .5925D-08
    1805. .5744D-08
    1815. .5653D-08
    1825. .5499D-08
    1835. .5377D-08
    1845. .5005D-08
    1855. .5220D-08
    1865. .5270D-08
    1875. .5371D-08
    1885. .5318D-08
    1895. .5337D-08
    1905. .5132D-08
    1915. .5306D-08
    1925. .5318D-08
    1935. .5073D-08
    1945. .5355D-08
    1955. .5299D-08
    1967. .5394D-08
    1976. .5270D-08
    1984. .5191D-08
    1995. .5061D-08
