 1999fa                 339.37350000  -0.19336111  -9999.9  -9999.9  Anon.                          339.37250000  -0.19333333
 1999fb                 339.39116667  -0.34166667  -9999.9  -9999.9  Anon.                          339.39000000  -0.34166667
 1999fc                  45.62670833   0.17055556  -9999.9  -9999.9  Anon.                           45.62750000   0.17000000
 1999fd                  45.82287500   0.05183333  -9999.9  -9999.9  Anon.                           45.82250000   0.05166667
 1999fe                  45.75583333   0.21402778  -9999.9  -9999.9  Anon.                           45.75500000   0.21333333
 1999ff                  38.47662500   0.54877778  -9999.9  -9999.9  Anon.                           38.47750000   0.54833333
 1999fg                  36.92450000   0.65369444  -9999.9  -9999.9  Anon.                           36.92500000   0.65333333
 1999fh                  36.99304167   0.66022222  -9999.9  -9999.9  Anon.                           36.99250000   0.66000000
 1999fi                  37.04862500   0.72758333  -9999.9  -9999.9  Anon.                           37.04750000   0.72833333
 1999fj                  37.09883333   0.65266667  -9999.9  -9999.9  Anon.                           37.10000000   0.65333333
 1999fk                  37.22450000   1.27338889  -9999.9  -9999.9  Anon.                           37.22500000   1.27333333
 1999fl                  37.52304167   0.74794444  -9999.9  -9999.9  Anon.                           37.52250000   0.74833333
 1999fm                  37.64841667   1.16202778  -9999.9  -9999.9  Anon.                           37.64750000   1.16166667
 1999fn                  63.51616667   4.29861111  -9999.9  -9999.9  Anon.                           63.51500000   4.29833333
 1999fo                  63.69062500   6.64286111  -9999.9  -9999.9  Anon.                           63.69000000   6.64333333
 1999fp                  63.76079167   4.36288889  -9999.9  -9999.9  Anon.                           63.76000000   4.36333333
 1999fq                 351.44375000   0.29700000  -9999.9  -9999.9  Anon.                          351.44500000   0.29666667
 1999fr                 351.81825000   0.06300000  -9999.9  -9999.9  Anon.                          351.81750000   0.06333333
 1999fs                 351.82154167   0.13063889  -9999.9  -9999.9  Anon.                          351.82250000   0.13000000
 1999ft                 352.06208333   0.08516667  -9999.9  -9999.9  Anon.                          352.06250000   0.08500000
 1999fu                 352.45087500   0.14083333  -9999.9  -9999.9  Anon.                          352.45000000   0.14166667
 1999fv                 352.64916667   0.27777778  -9999.9  -9999.9  Anon.                          352.65000000   0.27833333
 1999fw                 352.97095833   0.15897222  -9999.9  -9999.9  Anon.                          352.97000000   0.15833333
 1999fx                 353.40745833   0.20105556  -9999.9  -9999.9  Anon.                          353.40750000   0.20166667
 1999fy                 353.44541667   0.20444444  -9999.9  -9999.9  Anon.                          353.44500000   0.20500000
 1999fz                 195.56808333  78.54150000     -5.9     -1.3  UGC08164                       195.57633333  78.54219444
 1999ga                 114.06958333 -69.55605556    -38.0    -91.0  NGC2442                        114.09945833 -69.53086111
 1999gb                 122.55708333  33.95827778    -18.6      6.2  NGC2532                        122.56341667  33.95655556
 1999gc                  16.29529167 -20.29669444     -6.7     10.7  PGC134751                       16.29779167 -20.30047222
 1999gd                 129.60254167  25.75919444      7.3     17.4  NGC2623                        129.60045833  25.75038889
 1999ge                  14.18233333  -9.91194444     16.0      6.7  NGC0309                         14.17775000  -9.91386111
 1999gf                 153.40416667  -0.93600000    -18.5    -37.6  UGC05515                       153.40966667  -0.92550000
 1999gg                  51.99529167  39.90519444     -4.7      3.3  MCG+07-08-011                   51.99704167  39.90430556
 1999gh                 146.08229167 -21.27361111     52.0     15.8  NGC2986                        146.06700000 -21.27827778
 1999gi                 154.56933333  41.44122222     -3.5     60.5  NGC3184                        154.57075000  41.42447222
 1999gj                 157.33000000  26.10561111     33.0     21.0  NGC3251                        157.32020833  26.09916667
 1999gk                 190.96629167  -0.54872222     15.3     45.6  NGC4653                        190.96245833  -0.56125000
 1999gl                  14.41695833  43.79322222  -9999.9  -9999.9  NGC0317B                        14.41854167  43.79225000
 1999gm                 128.79887500  -8.38761111     12.1     -1.5  PGC024106                      128.79566667  -8.38694444
 1999gn                 185.48758333   4.46266667     31.7    -39.8  NGC4303                        185.47929167   4.47461111
 1999go                  54.27383333  -5.03861111     -2.6     14.8  NGC1376                         54.27483333  -5.04283333
 1999gp                  37.91312500  39.38119444    -11.4      9.9  UGC01993                        37.91700000  39.37830556
 1999gq                 188.45133333  15.18005556      5.0     46.0  NGC4523                        188.45058333  15.16877778
 1999gr                 182.29712500  29.27630556     23.0      8.0  MCG+05-29-024                  182.29020833  29.27358333
 1999gs                 192.60950000  25.47125000     -3.0   -105.0  NGC4725                        192.61104167  25.50088889
 1999gt                  53.04283333 -28.10444444     -1.4     -0.0  Anon.                           53.04250000 -28.10500000
 1999gu                  53.25062500 -27.86113889      0.4     -2.4  Anon.                           53.25000000 -27.86166667
 1999gv                 249.00895833  66.20947222     -2.8     -0.8  Anon.                          249.01000000  66.21000000
 1999gw                 138.97791667  44.33194444     -0.0      3.5  UGC04881NED02                  138.98141667  44.33294444
 1999gx                   8.56445833   0.07394444  -9999.9  -9999.9  Anon.                            8.56500000   0.07333333
 2000A                  351.99541667   8.78391667      1.6      4.6  MCG+01-59-081                  351.99520833   8.78280556
 2000B                  106.41970833  50.58625000    -14.0     19.0  NGC2320                        106.42500000  50.58116667
 2000C                  114.23745833  35.24366667      8.3      7.4  NGC2415                        114.23645833  35.24197222
 2000D                   34.52016667  38.07427778     -6.0    -11.0  UGC01767                        34.52125000  38.07663889
 2000E                  309.30737500  66.09727778     -6.3    -26.7  NGC6951                        309.30908333  66.10561111
 2000F                   48.21962500   4.70955556     21.2      8.8  IC0302                          48.21375000   4.70697222
 2000G                   34.56362500  13.20538889      1.9      3.3  UGC01773                        34.56341667  13.20433333
 2000H                  102.78195833  12.92180556     19.6     -0.2  IC0454                         102.77633333  12.92211111
 2000I                  145.17308333  11.88569444     -1.8    -10.2  NGC2958                        145.17412500  11.88816667
 2000J                  202.81766667  29.37563889    -16.9     28.3  UGC08510                       202.82312500  29.36825000
 2000K                  176.95866667  56.01702778     15.5     -4.8  MCG+09-19-191                  176.95008333  56.01822222
 2000L                  153.75758333  65.13430556      6.9    -19.3  UGC05520                       153.75275000  65.13991667
 2000M                  263.16529167  16.39836111     -3.0    -13.0  NGC6389                        263.16608333  16.40175000
 2000N                  201.98412500 -13.41341667      9.2     34.1  MCG-02-34-054                  201.98141667 -13.42263889
 2000O                  182.81491667  17.89227778      7.7     14.6  MCG+03-31-061                  182.81279167  17.88836111
 2000P                  196.79400000 -28.23402778     16.0    -21.0  NGC4965                        196.78841667 -28.22719444
 2000Q                  241.29937500  69.66430556      4.1      1.6  2MASXJ16051100+6939493         241.29500000  69.66333333
 2000R                  150.33862500  -6.56594444     -1.6     -1.7  PGC1031379                     150.33904167  -6.56552778
 2000S                  158.73287500  -6.47388889      3.9    -10.9  MCG-01-27-020                  158.73229167  -6.47094444
 2000T                  189.08479167 -12.47313889     -2.7     -0.9  Anon.                          189.08500000 -12.47333333
 2000U                  191.36625000 -12.17619444     -3.9      1.5  PGC956627                      191.36700000 -12.17630556
 2000V                  180.86933333  -5.78769444     -3.8     -0.6  Anon.                          180.87000000  -5.78666667
 2000W                  167.74804167  -4.72966667      6.4     -3.5  Anon.                          167.74750000  -4.72833333
 2000X                  172.68920833  -5.20466667      8.0     -5.7  PGC1047883                     172.68829167  -5.20308333
 2000Y                  117.05416667  -1.47713889     -1.0      8.0  PGC1117688                     117.05441667  -1.47930556
 2000Z                  117.50462500  -0.58280556      2.0     10.0  Anon.                          117.50500000  -0.58666667
 2000aa                 123.21595833  -0.90238889  -9999.9  -9999.9  Anon.                          123.21500000  -0.90166667
 2000ab                 126.77425000  -0.25747222     -2.0      1.0  Anon.                          126.77500000  -0.25833333
 2000ac                 134.59491667  -1.66802778      1.0     -0.0  Anon.                          134.59500000  -1.66833333
 2000ad                 138.50125000  -2.27602778     -1.0      2.0  Anon.                          138.50250000  -2.27666667
 2000ae                 176.29750000  -1.63644444      1.0     -0.0  APMUKS(BJ)B114237.51-012131.7  176.29750000  -1.63666667
 2000af                 177.23212500  -0.97672222     -0.0     -0.0  Anon.                          177.23250000  -0.97666667
 2000ag                 178.01879167  -0.81969444      2.0     -1.0  Anon.                          178.01750000  -0.82000000
 2000ah                 178.36350000  -0.98375000     -4.0      6.0  Anon.                          178.36500000  -0.98500000
 2000ai                 181.56600000  -1.09408333  -9999.9  -9999.9  Anon.                          181.56500000  -1.09333333
 2000aj                 189.25508333  -1.82963889      2.0     -4.0  PGC1108932                     189.25466667  -1.82875000
 2000ak                 196.61970833  -0.22500000  -9999.9  -9999.9  Anon.                          196.62000000  -0.22500000
 2000al                 197.95687500  -1.35538889     -1.0     -6.0  Anon.                          197.95750000  -1.35333333
 2000am                 203.00408333  -2.19391667     -3.0     -2.0  Anon.                          203.00500000  -2.19333333
 2000an                 206.59975000  -0.10950000     -1.0     -3.0  APMUKS(BJ)B134350.31+000825.4  206.60000000  -0.11000000
 2000ao                 209.45750000  -0.01800000      1.0     -1.0  APMUKS(BJ)B135516.09+001330.4  209.45750000  -0.01833333
 2000ap                 212.34854167  -0.58380556  -9999.9  -9999.9  Anon.                          212.34750000  -0.58333333
 2000aq                 212.60016667  -0.30191667  -9999.9  -9999.9  Anon.                          212.60000000  -0.30166667
 2000ar                 213.04954167  -0.48477778     -1.0     -0.0  Anon.                          213.05000000  -0.48500000
 2000as                 219.03804167  -0.42675000      1.0      2.0  PGC3305492                     219.03737500  -0.42727778
 2000at                 223.87916667  -1.88644444      4.0      5.0  Anon.                          223.87750000  -1.88833333
 2000au                 118.28500000  50.12647222     -5.1    -14.5  MCG+08-15-014                  118.28729167  50.13063889
 2000av                 114.62020833  -1.73777778     -0.0     -1.0  Anon.                          114.62000000  -1.73666667
 2000aw                 120.39166667  -1.95397222     -0.0     -0.0  Anon.                          120.39250000  -1.95333333
 2000ax                 131.06812500  -0.71741667     -0.0     -1.0  Anon.                          131.06750000  -0.71666667
 2000ay                 136.43691667  -1.66466667     -0.0      1.0  Anon.                          136.43750000  -1.66500000
 2000az                 139.50895833  -2.28302778     -0.0      1.0  Anon.                          139.51000000  -2.28333333
 2000ba                 154.00854167  -1.89441667  -9999.9  -9999.9  Anon.                          154.00750000  -1.89500000
 2000bb                 158.16179167  -2.00672222      1.0     -0.0  Anon.                          158.16250000  -2.00666667
 2000bc                 158.27625000  -1.00588889      3.0     -2.0  APMUKS(BJ)B103032.61-004452.4  158.27512500  -1.00588889
 2000bd                 196.83670833  -1.08558333     -1.0     -1.0  Anon.                          196.83750000  -1.08500000
 2000be                 228.01408333  -0.00113889     -0.0     -0.0  Anon.                          228.01500000  -0.00166667
 2000bf                 228.07654167  -1.65486111     -0.0     -0.0  Anon.                          228.07750000  -1.65500000
 2000bg                 253.24220833   2.39736111    -11.4    -12.0  NGC6240                        253.24529167   2.40091667
 2000bh                 185.31308333 -21.99880556     -8.0    -11.0  ESO573-014                     185.31554167 -21.99580556
 2000bi                 110.38966667  55.75855556     12.0      4.0  PGC020784                      110.38358333  55.75680556
 2000bj                 162.86350000  -5.14155556     -0.0      0.9  Anon.                          162.86250000  -5.14166667
 2000bk                 188.47475000  -7.37858333     61.0    -10.0  NGC4520                        188.45800000  -7.37544444
 2000bl                 133.83516667  -7.39525000      0.3      1.3  Anon.                          133.83500000  -7.39500000
 2000bm                 134.73341667  -5.17102778     -0.6      2.1  Anon.                          134.73250000  -5.17166667
 2000bn                 143.92145833  -4.53702778  -9999.9  -9999.9  Anon.                          143.92250000  -4.53666667
 2000bo                 147.39550000  -3.34397222      2.1     -1.3  Anon.                          147.39500000  -3.34333333
 2000bp                 148.58595833  -4.85369444      0.4      0.3  PGC3257170                     148.58595833  -4.85413889
 2000bq                 165.26350000  -5.84338889  -9999.9  -9999.9  Anon.                          165.26250000  -5.84333333
 2000br                 210.95916667  -4.01713889      0.3      5.5  PGC1063998                     210.95925000  -4.01880556
 2000bs                 256.72779167  43.11158333     23.9    -38.0  UGC10710                       256.71920833  43.12216667
 2000bt                 154.07525000  -5.74647222  -9999.9  -9999.9  PGC155002                      154.07462500  -5.74347222
 2000bu                 171.79770833  -6.38738889  -9999.9  -9999.9  PGC3263640                     171.79816667  -6.38738889
 2000bv                 194.86958333 -12.33544444  -9999.9  -9999.9  Anon.                          194.87000000 -12.33500000
 2000bw                 167.45770833  -4.41288889  -9999.9  -9999.9  PGC096685                      167.45837500  -4.41302778
 2000bx                 207.23137500  -6.30997222  -9999.9  -9999.9  LCRSB134618.5-060344           207.23250000  -6.31000000
 2000by                 174.97879167  -4.37122222  -9999.9  -9999.9  PGC1059098                     174.97983333  -4.37163889
 2000bz                 213.76108333  -6.28777778  -9999.9  -9999.9  EROSJ141502.66-061716.0        213.76000000  -6.28833333
 2000ca                 203.84575000 -34.16027778      0.6      4.7  ESO383-032                     203.84608333 -34.16113889
 2000cb                 240.38395833   1.70638889    -29.5     -4.2  IC1158                         240.39220833   1.70786111
 2000cc                 260.80975000  23.67186111      5.9     -9.1  PGC060184                      260.80820833  23.67430556
 2000cd                 164.20287500  -5.57800000  -9999.9  -9999.9  NGSSJ105648.69-053440.8        164.20250000  -5.57833333
 2000ce                 121.28937500  66.78755556     15.1     17.3  UGC04195                       121.27833333  66.78291667
 2000cf                 238.23412500  65.93686111      3.1      4.3  MCG+11-19-025                  238.23279167  65.93569444
 2000cg                 239.93966667  18.80361111     -4.0      9.0  UGC10121                       239.94112500  18.80113889
 2000ch                 163.17250000  36.66902778    123.0    180.0  NGC3432                        163.12887500  36.61919444
 2000ci                 266.05504167  67.59619444      1.7     10.3  NGC6471                        266.05512500  67.59305556
 2000cj                 287.86520833 -57.05538889     33.2    -21.8  NGC6753                        287.84729167 -57.04880556
 2000ck                 209.52562500  28.42027778     -0.3     -8.8  IC4355                         209.52562500  28.42288889
 2000cl                 159.31695833 -41.62994444      6.0     -7.0  NGC3318                        159.31479167 -41.62766667
 2000cm                 183.24762500   7.30019444     -9.0      6.0  PGC091181                      183.24925000   7.29869444
 2000cn                 269.41841667  27.83280556     -7.2     -7.2  UGC11064                       269.42133333  27.83469444
 2000co                 239.35245833  41.90055556      4.1     -9.0  MCG+07-33-017                  239.35095833  41.90286111
 2000cp                 241.36508333  17.83022222     -3.3      1.7  Anon.                          241.36500000  17.83000000
 2000cq                 245.33891667  40.80272222     -7.8    -28.6  UGC10354                       245.34200000  40.81047222
 2000cr                 209.65987500  37.43691667      4.2     45.2  NGC5395                        209.65825000  37.42472222
 2000cs                 245.88433333  39.12475000     -5.5     11.9  MCG+07-34-015                  245.88675000  39.12105556
 2000ct                 255.26516667  33.47916667     -7.0     13.4  Anon.                          255.26750000  33.48000000
 2000cu                 291.08729167 -25.98447222     12.1      1.5  ESO525-004                     291.08337500 -25.98533333
 2000cv                 183.92587500  61.89000000      9.6      1.2  PGC039222                      183.92008333  61.89000000
 2000cw                 356.85458333  28.38772222      8.4    -21.2  MCG+05-56-007                  356.85200000  28.39350000
 2000cx                  21.19229167   9.50858333    -23.0   -109.3  NGC0524                         21.19900000   9.53877778
 2000cy                 233.06145833  18.67302778    -29.4     -5.7  MCG+03-40-002                  233.07029167  18.67480556
 2000cz                   3.49262500  48.15394444      8.4    -14.9  IC1535                           3.48904167  48.15775000
 2000da                   0.77716667  -1.91161111     12.8      9.3  UGC00005                         0.77383333  -1.91375000
 2000db                 178.41562500  47.86294444    -14.1     14.1  NGC3949                        178.42445833  47.85797222
 2000dc                 305.18945833 -24.13263889     -3.5    -16.0  ESO527-019                     305.19058333 -24.12825000
 2000dd                 308.75041667 -23.09866667     -0.0      1.6  PGC804849                      308.75054167 -23.09944444
 2000de                 186.30075000  54.50808333      1.0      5.0  NGC4384                        186.30029167  54.50625000
 2000df                 243.55091667   6.15016667      9.2     -2.6  PGC057568                      243.54845833   6.15100000
 2000dg                   1.55754167   8.88819444     -7.1     -0.8  MCG+01-01-029                    1.55887500   8.88766667
 2000di                  17.75837500 -30.44200000     12.3    -11.5  IC1637                          17.75479167 -30.43852778
 2000dj                  29.16929167  34.17011111     32.1    -24.3  NGC0735                         29.15841667  34.17688889
 2000dk                  16.84800000  32.40644444     -5.3      8.7  NGC0382                         16.85025000  32.40394444
 2000dl                  25.52404167   7.66616667     -4.0      5.0  PGC006272                       25.52529167   7.66475000
 2000dm                 274.74570833  16.24816667     -3.6     -4.7  UGC11198                       274.74695833  16.24958333
 2000dn                 346.27441667  -3.20027778    -25.8     15.2  IC1468                         346.28175000  -3.20466667
 2000do                 287.85912500 -50.64013889      4.5      7.6  NGC6754                        287.85762500 -50.64227778
 2000dp                  43.18504167 -14.53186111    -34.1     -8.3  NGC1139                         43.19525000 -14.52936111
 2000dq                  32.08741667   1.18355556     11.4     -2.2  PGC008157                       32.08412500   1.18436111
 2000dr                  15.43350000 -15.56919444     20.9     -5.5  IC1610                          15.42770833 -15.56786111
 2000ds                 137.90100000  60.02838889     -9.1    -32.1  NGC2768                        137.90629167  60.03727778
 2000dt                  92.72783333  62.02427778     -1.3     15.0  UGC03411                        92.72854167  62.02016667
 2000du                 113.83241667  19.04541667     14.5     -1.5  UGC03920                       113.82812500  19.04600000
 2000dv                 134.18083333  52.10366667      5.8     -6.6  UGC04671                       134.17804167  52.10555556
 2000dw                 333.45441667  39.23752778      1.5      3.3  UGC11955                       333.45395833  39.23636111
 2000dx                  34.61200000   5.65055556      7.9    -12.3  UGC01775                        34.61016667   5.65388889
 2000dy                 351.39970833  -0.37611111  -9999.9  -9999.9  Anon.                          351.40000000  -0.37666667
 2000dz                 352.67233333   0.31186111  -9999.9  -9999.9  Anon.                          352.67250000   0.31166667
 2000ea                  32.47508333  -5.47161111  -9999.9  -9999.9  Anon.                           32.47500000  -5.47166667
 2000eb                  32.60729167  -5.42602778  -9999.9  -9999.9  Anon.                           32.60750000  -5.42666667
 2000ec                  32.88345833  -4.23225000  -9999.9  -9999.9  Anon.                           32.88250000  -4.23166667
 2000ed                  32.77879167  -4.37738889  -9999.9  -9999.9  Anon.                           32.78000000  -4.37666667
 2000ee                  36.89387500   1.19705556  -9999.9  -9999.9  Anon.                           36.89500000   1.19666667
 2000ef                  37.04291667  -1.18433333  -9999.9  -9999.9  Anon.                           37.04250000  -1.18500000
 2000eg                  37.58770833   1.06347222  -9999.9  -9999.9  Anon.                           37.58750000   1.06333333
 2000eh                  63.76016667   4.38836111  -9999.9  -9999.9  Anon.                           63.76000000   4.38833333
 2000ei                  64.27991667   5.76475000  -9999.9  -9999.9  Anon.                           64.28000000   5.76500000
 2000ej                 320.06525000  -4.87791667     -0.0     -5.8  IC1371                         320.06554167  -4.87658333
 2000ek                  32.62516667 -53.82444444    -17.0     44.0  ESO153-027                      32.63358333 -53.83655556
 2000el                 337.11091667  17.14755556      1.5     -0.0  NGC7290                        337.11045833  17.14733333
 2000em                   8.87425000  -2.65761111     -4.5      2.5  PGC143614                        8.87579167  -2.65825000
 2000en                  10.78487500  -0.38822222     -1.8      2.5  Anon.                           10.78500000  -0.38833333
 2000eo                  47.28404167 -10.29838889    -12.0    -20.9  MCG-02-09-003                   47.28758333 -10.29230556
 2000ep                 139.95775000  -4.72450000      2.8     -4.5  PGC1054392                     139.95675000  -4.72280556
 2000eq                 315.99154167  -9.69216667     -7.3      7.3  Anon.                          315.99250000  -9.69500000
 2000er                  36.13558333 -58.43833333     27.0    -16.0  ESO115-009                      36.12129167 -58.43386111
 2000es                  61.57445833  -3.38838889     -4.6      8.0  2MASXJ04061817-0323265          61.57500000  -3.39000000
 2000et                 125.31337500   1.15702778     -0.8      5.2  PGC1186220                     125.31337500   1.15558333
 2000eu                 135.05416667  -5.58450000      1.6     -1.2  PGC1042875                     135.05375000  -5.58413889
 2000ev                 101.96666667  84.16727778     -4.6     19.4  UGC03500                       101.98058333  84.16275000
 2000ew                 175.24391667  11.46558333     -1.9    -20.7  NGC3810                        175.24487500  11.47172222
 2000ex                  55.54879167 -27.86333333      7.6      3.4  MCG-05-09-022                   55.54675000 -27.86413889
 2000ey                 349.85500000   5.90586111      0.6     -1.2  IC1481                         349.85483333   5.90611111
 2000ez                 179.44062500  32.29697222     22.5     12.0  NGC3995                        179.43395833  32.29425000
 2000fa                 108.87450000  23.42844444      6.6     -4.2  UGC03770                       108.87087500  23.42783333
 2000fb                  89.42479167 -51.96333333      6.0     17.0  ESO205-011                      89.42245833 -51.97019444
 2000fc                  14.63991667 -27.77780556     -0.3     -0.0  Anon.                           14.64000000 -27.77833333
 2000fd                   7.30037500  33.10819444     -7.3     14.8  UGC00291                         7.30300000  33.10383333
 2000fe                 138.72979167  46.90055556     -5.1     -9.5  UGC04870                       138.73191667  46.90347222
 2000ff                  11.35300000  -3.27977778      3.0      0.2  APMUKS(BJ)B004251.50-033311.4   11.35250000  -3.28000000
 2000fg                  21.13066667 -10.39616667     -1.2     -0.8  APMUKS(BJ)B012202.06-103923.6   21.13000000 -10.39666667
 2000fh                  70.11941667  -5.16880556     -2.8      0.3  Anon.                           70.12000000  -5.16833333
 2000fi                 328.23808333  -6.54830556      0.8      2.1  APMUKS(BJ)B215019.11-064706.1  328.23750000  -6.54833333
 2000fj                 332.21795833  -4.69430556      0.2     -2.0  Anon.                          332.21750000  -4.69333333
 2000fk                 354.10833333  -0.38822222      0.2      1.6  APMUKS(BJ)B233352.11-003955.9  354.10750000  -0.38833333
 2000fl                 356.58154167  -6.51775000     -2.1     -1.4  APMUKS(BJ)B234345.41-064743.4  356.58250000  -6.51833333
 2000fm                  68.31250000  -4.17763889     24.1    -19.0  NGC1612                         68.30470833  -4.17250000
 2000fn                 121.74079167   8.00536111    -12.7      4.9  NGC2526                        121.74429167   8.00386111
 2000fo                 344.60558333  26.64072222     -5.5      5.8  PGC070148                      344.60779167  26.63883333
 2000fp                  84.50529167 -23.77613889     -2.9     -3.2  Anon.                           84.50500000 -23.77666667
 2000fq                 140.90700000  29.87388889  -9999.9  -9999.9  Anon.                          140.90750000  29.87333333
 2000fr                 210.49062500   4.72844444  -9999.9  -9999.9  Anon.                          210.49000000   4.72833333
 2000fs                  47.10933333   4.11108333      0.3      0.3  NGC1218                         47.10945833   4.11069444
 2000ft                 345.81458333   8.87402778     -1.6     -0.0  NGC7469                        345.81450000   8.87466667
 2000fu                 222.80279167 -20.43563889      5.0     18.1  ESO580-045                     222.80145833 -20.44080556
 2000fv                 222.79158333 -26.63652778     -4.2      5.4  MCG-04-35-011                  222.79270833 -26.63800000
 2000fw                 217.55862500   0.50983333  -9999.9  -9999.9  SDSSJ143014.07+003035.4        217.55750000   0.51000000
 2000fx                 154.50195833  -0.03277778  -9999.9  -9999.9  PGC3112740                     154.50212500  -0.03275000
 2000fy                 120.80254167  47.61380556  -9999.9  -9999.9  PGC2301259                     120.80283333  47.61388889
 2000fz                  19.64929167  14.68347222  -9999.9  -9999.9  PGC1464418                      19.64962500  14.68336111
 2000ga                  37.26554167  -8.40380556  -9999.9  -9999.9  PGC3102945                      37.26587500  -8.40386111
 2000gb                 263.11891667  56.07375000  -9999.9  -9999.9  PGC2524591                     263.11991667  56.07363889
 2001A                  184.84587500   5.82791667     -3.1     10.7  NGC4261                        184.84695833   5.82575000
 2001B                   74.33016667  78.18791667     -5.6     -8.9  IC0391                          74.34279167  78.18883333
 2001C                  104.90041667  59.51711111     14.7     -5.7  PGC019975                      104.89270833  59.51844444
 2001D                  176.21237500  -1.60511111      8.0    -12.4  IC0728                         176.21050000  -1.60111111
 2001E                  177.27083333  -9.73636111      0.6    -23.2  NGC3905                        177.27045833  -9.72983333
 2001F                  199.33354167  20.63605556      4.3     -7.7  IC0867                         199.33258333  20.63830556
 2001G                  137.38825000  50.28091667      2.0     -4.0  MCG+08-17-043                  137.38720833  50.28194444
 2001H                   55.17937500  -6.41641667      5.8     -2.9  MCG-01-10-019                   55.17916667  -6.41511111
 2001I                   55.98866667  39.29427778      4.1     -2.5  UGC02836                        55.98704167  39.29513889
 2001J                  135.18012500  17.62100000     19.2     -2.4  UGC04729                       135.17420833  17.62172222
 2001K                  168.48383333  12.30169444     -6.7      3.0  IC0677                         168.48658333  12.30100000
 2001L                  174.20345833  -8.58527778      0.3      3.8  MCG-01-30-011                  174.20350000  -8.58627778
 2001M                  156.13116667 -21.79461111     12.3    -12.7  NGC3240                        156.12870833 -21.79066667
 2001N                  159.99200000  24.09055556      1.8     -2.7  NGC3327                        159.99154167  24.09136111
 2001O                  158.40150000   0.20033333  -9999.9  -9999.9  Anon.                          158.40250000   0.20000000
 2001P                  178.33983333  20.74813889     17.2    -13.1  NGC3947                        178.33466667  20.75172222
 2001Q                  171.33237500  63.72100000      4.6    -29.6  UGC06429                       171.32937500  63.72938889
 2001R                  202.32054167  17.04477778    -33.2    -25.0  NGC5172                        202.32995833  17.05180556
 2001S                  152.98833333  58.86747222     -7.7     10.0  UGC05491                       152.99233333  58.86461111
 2001T                  218.22154167 -12.97877778      3.1    -12.6  MCG-02-37-006                  218.22075000 -12.97561111
 2001U                  211.17891667  -9.70825000     -4.7     18.7  NGC5442                        211.17895833  -9.71300000
 2001V                  179.35387500  25.20250000     52.0     28.0  NGC3987                        179.33733333  25.19555556
 2001W                  250.31287500  39.29569444     -0.1     20.6  MCG+07-34-134                  250.31295833  39.28975000
 2001X                  230.48104167   5.06183333    -15.5    -32.4  NGC5921                        230.48508333   5.07058333
 2001Y                  161.21008333   6.59744444    -18.0      2.3  NGC3362                        161.21558333   6.59700000
 2001Z                  188.73279167  15.56875000     -0.5     11.2  IC3528                         188.73312500  15.56569444
 2001aa                 262.49045833  60.35644444    -10.0     22.0  UGC10888                       262.49783333  60.35011111
 2001ab                 244.89512500  57.61819444     10.9     11.4  NGC6130                        244.88979167  57.61500000
 2001ac                 165.81404167  27.97486111     55.3      9.1  NGC3504                        165.79637500  27.97238889
 2001ad                 261.01008333  58.99780556    -43.7     10.0  NGC6373                        261.03370833  58.99508333
 2001ae                 200.60900000  -2.42361111      1.0    -18.3  IC4229                         200.60912500  -2.41838889
 2001af                 147.61958333 -21.80852778     13.6    -22.7  MCG-04-24-001                  147.61554167 -21.80250000
 2001ag                 143.62920833  46.46075000     -5.9     -3.0  MCG+08-18-009                  143.63166667  46.46180556
 2001ah                 167.62429167  55.16083333     -4.3    -32.4  UGC06211                       167.62662500  55.16988889
 2001ai                 205.41395833  55.66808333     -2.0     -9.0  NGC5278                        205.41391667  55.67113889
 2001aj                 242.62595833  19.95033333      9.0    -13.5  UGC10243                       242.62362500  19.95425000
 2001ak                 274.38100000  18.90022222     24.0    -12.0  UGC11188                       274.37391667  18.90361111
 2001al                 236.21558333  36.12472222  -9999.9  -9999.9  Anon.                          236.21500000  36.12500000
 2001am                 137.94762500  -1.31616667  -9999.9  -9999.9  Anon.                          137.94750000  -1.31666667
 2001an                 151.39900000  -1.47833333     -3.0     -1.0  Anon.                          151.40000000  -1.47833333
 2001ao                 153.44041667  -1.41438889     -1.0     -1.0  Anon.                          153.44000000  -1.41500000
 2001ap                 184.59716667  -1.91347222  -9999.9  -9999.9  Anon.                          184.59750000  -1.91333333
 2001aq                 210.39066667  -0.99686111     -1.0     -0.0  Anon.                          210.39000000  -0.99666667
 2001ar                 220.22275000  -0.65683333     -0.0     -1.0  Anon.                          220.22250000  -0.65666667
 2001as                 227.43883333  -0.92722222     -1.0     -0.0  Anon.                          227.44000000  -0.92666667
 2001at                 227.53775000  -0.97477778  -9999.9  -9999.9  Anon.                          227.53750000  -0.97500000
 2001au                 229.20487500  -0.12961111  -9999.9  -9999.9  Anon.                          229.20500000  -0.13000000
 2001av                 235.76216667  -2.03888889      4.0     -0.0  PGC1103281                     235.76087500  -2.03900000
 2001aw                 238.88379167  -0.18183333     -0.0     -0.0  Anon.                          238.88500000  -0.18166667
 2001ax                 241.80704167  -0.08033333     -0.0     -7.0  PGC3092498                     241.80679167  -0.07877778
 2001ay                 216.57083333  26.24883333    -10.3      9.3  IC4423                         216.57395833  26.24619444
 2001az                 248.61545833  76.02966667     -4.9      0.3  UGC10483                       248.62116667  76.02950000
