# Hicken et al. 2009
# Tables 3 and 4: MLCS2K2 Light Curve Fits
#
#SN Ia     Delta    Deltae   A(V)     A(V)e    (B-V)    (B-V)e   mB       mBe      mV       mVe      E(B-V)   E(B-V)e  zCMB     mU       mUe     (U-B)     (U-B)e   E(U-B)   E(U-B)e  Dm15U    Dm15Ue   Dm15B    Dm15Be   Dm15V    Dm15Ve   DtU      DtB      DtV
2005hc    -0.1250   0.0750   0.1150   0.0520  -0.1200   0.0600  17.3100   0.0400  17.4100   0.0400   0.0676   0.0306   0.0450  16.9300   0.0600  -0.3800   0.0700   0.0480   0.0217   1.4900   0.1500   0.9700   0.0500   0.5300   0.1000   1.0400   0.8600   5.6900
2005hk    -0.3100   0.0460   0.8100   0.0440   0.0400   0.0500  15.8400   0.0500  15.7100   0.0200   0.4765   0.0259   0.0118  15.4400   0.0300  -0.2700   0.0600   0.3383   0.0184   1.7200   0.0600   1.4700   0.1400   0.8300   0.0300   0.8800   8.8700   0.9100
2005iq     0.1370   0.0730   0.0310   0.0260  -0.1000   0.0700  16.8000   0.0700  16.8800   0.0300   0.0182   0.0153   0.0330  16.3000   0.1900  -0.4800   0.2000   0.0129   0.0109   1.8800   0.3100   1.0500   0.1000   0.6800   0.0400   5.8400   4.7200   0.8900
2005kc     0.0360   0.0820   0.6240   0.0740   0.2000   0.1400  15.5800   0.0900  15.3800   0.0700   0.3671   0.0435   0.0138  15.4900   0.1100  -0.0900   0.2000   0.2606   0.0309 -99.9900  -9.9900   1.2400   0.1900   0.6600   0.1400   2.8800   1.9300   1.9300
2005ke     1.5510   0.0330   0.0680   0.0400   0.6600   0.0700  14.8800   0.0500  14.1400   0.0400   0.0400   0.0235   0.0045  15.1500   0.0400   0.3400   0.0600   0.0284   0.0167   1.7700   0.0600   1.6600   0.1400   1.1500   0.1300   0.0100   8.8600   7.8600
2005ki     0.2850   0.0660   0.0180   0.0150  -0.1000   0.0700  15.5600   0.0700  15.6600   0.0200   0.0106   0.0088   0.0208  14.9600   0.1200  -0.5500   0.1400   0.0075   0.0062 999.0000 999.0000 999.0000 999.0000 999.0000 999.0000   8.8000   8.8000   1.0200
2005lz     0.2170   0.1030   0.1730   0.0680  -0.0400   0.0800  17.5500   0.0700  17.5900   0.0600   0.1018   0.0400   0.0402  17.3300   0.1000  -0.2200   0.1100   0.0723   0.0284 -99.9900  -9.9900   1.3500   0.1900   0.5900   0.0900   3.0200   3.0200   3.0200
2005mc     0.9350   0.0710   0.0770   0.0510   0.1700   0.0500  17.2100   0.0400  17.0000   0.0400   0.0453   0.0300   0.0261  17.1400   0.0600  -0.0400   0.0600   0.0322   0.0213   1.9600   0.3600   1.8700   0.1100   1.0400   0.0700   1.0200   3.9200   3.9100
2005ms    -0.1590   0.0520   0.0700   0.0400  -0.0800   0.0400  16.1300   0.0300  16.1700   0.0300   0.0412   0.0235   0.0259  15.7000   0.0400  -0.4300   0.0500   0.0293   0.0167 -99.9900  -9.9900   0.7900   0.0700   0.5600   0.0400   3.9000   3.9100   1.8300
2005mz     1.3640   0.0670   0.2660   0.0890   0.2400   0.1100  16.3700   0.1100  16.0600   0.0900   0.1565   0.0524   0.0170  16.3200   0.1300   0.0700   0.1400   0.1111   0.0372 -99.9900  -9.9900   1.9600   0.1400   1.3300   0.1100   1.9800   1.9400   3.9700
2006ac     0.1610   0.0790   0.1040   0.0470   0.1100   0.0400  16.1900   0.0300  16.0600   0.0300   0.0612   0.0276   0.0236  15.8300   0.0500  -0.3500   0.0600   0.0435   0.0196   1.4600   0.0800   1.0800   0.0700   0.6600   0.0800   1.9100   3.8600   4.9700
2006ar     0.4280   0.2430   0.1960   0.1240   0.1100   0.0400  16.4600   0.0300  16.3300   0.0300   0.1153   0.0729   0.0229 -99.9900  -9.9900 -99.9900  -9.9900   0.0819   0.0518 -99.9900  -9.9900 -99.9900  -9.9900 -99.9900  -9.9900 -99.9900   3.9300   2.8500
2006ax    -0.1620   0.0480   0.0380   0.0290  -0.0800   0.0400  15.0100   0.0400  15.0800   0.0300   0.0224   0.0171   0.0180  14.4700   0.0500  -0.5000   0.0600   0.0159   0.0121   1.3900   0.1000   1.0800   0.0500   0.6300   0.0500   4.9300   1.9500   1.9400
2006az     0.1540   0.0560   0.0120   0.0120  -0.1300   0.0400  16.4500   0.0300  16.5500   0.0300   0.0071   0.0071   0.0316  15.8700   0.0600  -0.5200   0.0600   0.0050   0.0050   1.5200   0.1100   1.3000   0.0600   0.7300   0.0500   4.8300   2.0800   1.9100
2006br     0.0450   0.1500   1.7010   0.1020   0.9900   0.0800  19.0800   0.0700  18.0900   0.0400   1.0006   0.0600   0.0255 -99.9900  -9.9900 -99.9900  -9.9900   0.7104   0.0426 -99.9900  -9.9900   1.4700   0.2000   0.8900   0.0800 -99.9900   0.8900   0.9000
2006bt    -0.3250   0.0520   0.4280   0.0530   0.1200   0.0400  16.9100   0.0400  16.7700   0.0300   0.2518   0.0312   0.0325 -99.9900  -9.9900 -99.9900  -9.9900   0.1788   0.0222 -99.9900  -9.9900   1.0900   0.0600   0.5400   0.0400 -99.9900   1.0400   0.9800
2006bz     1.5020   0.0820   0.1820   0.1150   0.6100   0.0500  18.3300   0.0800  17.6300   0.0300   0.1071   0.0676   0.0277 -99.9900  -9.9900 -99.9900  -9.9900   0.0760   0.0480 -99.9900  -9.9900   2.0900   0.1600   1.4100   0.0600 -99.9900   0.9200   1.0800
2006cc    -0.2260   0.0580   0.8120   0.0510   0.3500   0.0400  17.8100   0.0300  17.4500   0.0200   0.4776   0.0300   0.0328  17.6000   0.0600  -0.1400   0.0700   0.3391   0.0213   1.0700   0.1500   1.0100   0.0500   0.7200   0.0600   3.7500   0.9600   2.8100
2006cm    -0.0520   0.0870   1.8290   0.0790   1.0700   0.0600  18.0500   0.0500  16.9600   0.0400   1.0759   0.0465   0.0152 -99.9900  -9.9900 -99.9900  -9.9900   0.7639   0.0330 -99.9900  -9.9900   0.9900   0.1300   0.7900   0.0700 -99.9900   0.9400   1.9700
2006cp    -0.1720   0.0870   0.4400   0.0640   0.0200   0.0500  15.8900   0.1400  15.8700   0.0900   0.2588   0.0376   0.0233 -99.9900  -9.9900 -99.9900  -9.9900   0.1837   0.0267 -99.9900  -9.9900 -99.9900  -9.9900 -99.9900  -9.9900 -99.9900   4.8400   4.8400
2006D      0.4230   0.0770   0.0760   0.0420   0.0500   0.0500  14.1300   0.0400  14.0600   0.0400   0.0447   0.0247   0.0097  13.9000   0.0500  -0.2000   0.0600   0.0317   0.0175   1.8500   0.0800   1.3500   0.0700   0.8400   0.1100   3.8800   3.8800   6.9600
2006gj     0.5820   0.1590   0.4820   0.1260   0.3400   0.1000  17.6700   0.0800  17.2800   0.0700   0.2835   0.0741   0.0277 -99.9900  -9.9900 -99.9900  -9.9900   0.2013   0.0526 -99.9900  -9.9900   1.3900   0.1700   0.9600   0.1500 -99.9900   8.7100   8.7100
2006gr    -0.3050   0.0460   0.3040   0.0520   0.0300   0.0800  16.9100   0.0700  16.8700   0.0500   0.1788   0.0306   0.0335  16.5900   0.0900  -0.2800   0.1000   0.1269   0.0217 -99.9900  -9.9900   0.9500   0.1300   0.5700   0.0800   1.8500   6.9100   3.9300
2006kf     0.6280   0.0970   0.0240   0.0240 -99.9900  -9.9900 -99.9900  -9.9900  15.9000   0.1200   0.0141   0.0141   0.0208 -99.9900  -9.9900 -99.9900  -9.9900   0.0100   0.0100 -99.9900  -9.9900 -99.9900  -9.9900   0.7700   0.1200 -99.9900 -99.9900   0.8700
2006le    -0.2720   0.0440   0.0760   0.0600  -0.0900   0.2700  14.7800   0.2700  14.8500   0.2100   0.0447   0.0353   0.0173  14.2600   0.3200  -0.5000   0.3100   0.0317   0.0251   1.0400   0.3300   0.8500   0.2700   0.5900   0.2200   2.0100   4.0200   4.0300
2006lf     0.2920   0.0790   0.0950   0.0740  -0.1800   0.6300  13.7000   0.6300  13.8800   0.4900   0.0559   0.0435   0.0130 -99.9900  -9.9900 -99.9900  -9.9900   0.0397   0.0309 -99.9900  -9.9900   1.3500   0.6200   0.7100   0.4900 -99.9900   6.0600   6.0600
2006mp    -0.1210   0.0580   0.1660   0.0680  -0.0000   0.0400  15.9600   0.0300  15.9300   0.0400   0.0976   0.0400   0.0229 -99.9900  -9.9900 -99.9900  -9.9900   0.0693   0.0284 -99.9900  -9.9900 -99.9900  -9.9900 -99.9900  -9.9900 -99.9900   1.9200   5.8700
2006N      0.4230   0.0700   0.0270   0.0230  -0.0300   0.0700  15.0800   0.0700  15.0900   0.0500   0.0159   0.0135   0.0143 -99.9900  -9.9900  -0.4300   0.0800   0.0113   0.0096 -99.9900  -9.9900   1.5700   0.0700   0.9000   0.0600 -99.9900   1.8500   1.8500
2006nz     1.1150   0.1180   0.0940   0.0780   0.2900   0.0800  18.1100   0.0600  17.7300   0.0500   0.0553   0.0459   0.0372 -99.9900  -9.9900 -99.9900  -9.9900   0.0393   0.0326 -99.9900  -9.9900 -99.9900  -9.9900   1.1800   0.1400 -99.9900   7.5800   7.5700
2006oa    -0.2520   0.1000   0.1860   0.0670  -0.0200   0.0800  17.8400   0.0600  17.8500   0.0600   0.1094   0.0394   0.0589  17.4600   0.0800  -0.3000   0.1000   0.0777   0.0280 -99.9900  -9.9900   0.9800   0.1800   0.6000   0.1400   0.9300   5.6700   3.7700
2006ob     0.5410   0.0780   0.0210   0.0210  -0.0200   0.0600  18.2000   0.0500  18.1700   0.0400   0.0124   0.0124   0.0582  17.7800   0.0800  -0.2100   0.0900   0.0088   0.0088 -99.9900  -9.9900   1.7000   0.1200   1.1500   0.1100   1.0300   1.8000   1.9400
2006qo    -0.1820   0.0550   0.4530   0.0630   0.1700   0.0600  16.8100   0.0400  16.6400   0.0400   0.2665   0.0371   0.0300 -99.9900  -9.9900 -99.9900  -9.9900   0.1892   0.0263 -99.9900  -9.9900   1.0200   0.1000   0.6100   0.1000 -99.9900   5.7400   5.7500
2006S     -0.1980   0.0530   0.2680   0.0460  -0.0000   0.0300  16.7900   0.0200  16.7500   0.0200   0.1576   0.0271   0.0329  16.3400   0.0500  -0.4300   0.0500   0.1119   0.0192 -99.9900  -9.9900   0.9100   0.0400   0.6000   0.0500   2.0100   0.9300   2.8200
2006sr     0.1870   0.0860   0.0850   0.0530   0.0200   0.0700  16.1400   0.0700  16.1100   0.0500   0.0500   0.0312   0.0232 -99.9900  -9.9900 -99.9900  -9.9900   0.0355   0.0222 -99.9900  -9.9900   1.2600   0.0900   0.7200   0.0800 -99.9900   3.8700   3.8800
2006td     0.3900   0.1380   0.1710   0.0790   0.1100   0.0600  15.7200   0.0600  15.6000   0.0500   0.1006   0.0465   0.0150 -99.9900  -9.9900 -99.9900  -9.9900   0.0714   0.0330 -99.9900  -9.9900   1.4800   0.1200   0.7600   0.1000 -99.9900   0.9900   0.9800
2006X     -0.1020   0.0570   2.4960   0.0430   1.2600   0.0500  15.2800   0.0400  13.9700   0.0200   1.4682   0.0253   0.0063  16.2800   0.0700   1.0000   0.0900   1.0424   0.0180 -99.9900  -9.9900   1.1000   0.1200   0.6900   0.0300 -99.9900   7.0400   1.0100
2007af    -0.0400   0.0520   0.2150   0.0540   0.0200   0.0300  13.1300   0.0300  13.1000   0.0200   0.1265   0.0318   0.0063 -99.9900  -9.9900 -99.9900  -9.9900   0.0898   0.0226 -99.9900  -9.9900   1.2000   0.0500   0.6500   0.0300 -99.9900   2.0400   0.9400
2007au     1.0840   0.0580   0.0490   0.0390   0.1200   0.0900  16.4600   0.0600  16.3200   0.0700   0.0288   0.0229   0.0202 -99.9900  -9.9900 -99.9900  -9.9900   0.0204   0.0163 -99.9900  -9.9900   1.9500   0.1100   0.9400   0.0800 -99.9900   5.8800   0.9700
2007bc     0.2850   0.0900   0.0840   0.0590  -0.1100   0.0500  15.8200   0.0400  15.9200   0.0300   0.0494   0.0347   0.0219 -99.9900  -9.9900 -99.9900  -9.9900   0.0351   0.0246 -99.9900  -9.9900   1.3500   0.0700   0.6700   0.0400 -99.9900   2.9200   0.9100
2007bd     0.2900   0.0970   0.0430   0.0330  -0.0600   0.0400  16.5300   0.0300  16.5800   0.0300   0.0253   0.0194   0.0320 -99.9900  -9.9900 -99.9900  -9.9900   0.0180   0.0138 -99.9900  -9.9900 -99.9900  -9.9900 -99.9900  -9.9900 -99.9900   3.9300   3.9300
2007ca    -0.2140   0.0570   0.5800   0.0690   0.2900   0.0500  15.9500   0.0500  15.6500   0.0400   0.3412   0.0406   0.0152 -99.9900  -9.9900 -99.9900  -9.9900   0.2423   0.0288 -99.9900  -9.9900 -99.9900  -9.9900 -99.9900  -9.9900 -99.9900   2.9200   2.9300
2007ci     0.8830   0.0780   0.0740   0.0630 -99.9900  -9.9900 -99.9900  -9.9900  15.8600   0.0200   0.0435   0.0371   0.0191 -99.9900  -9.9900 -99.9900  -9.9900   0.0309   0.0263 -99.9900  -9.9900 -99.9900  -9.9900   0.8600   0.0300 -99.9900 -99.9900   0.9900
2007co    -0.0410   0.0780   0.3920   0.0690   0.0300   0.0800  16.4300   0.0800  16.3800   0.0600   0.2306   0.0406   0.0266  16.3900   0.1000  -0.0200   0.1000   0.1637   0.0288   1.2800   0.2200   1.1400   0.0900   0.7000   0.0700   2.6900   1.1600   1.0100
2007cq     0.0520   0.0710   0.1090   0.0590   0.0100   0.0800  15.8200   0.0700  15.7900   0.0600   0.0641   0.0347   0.0247 -99.9900  -9.9900 -99.9900  -9.9900   0.0455   0.0246 -99.9900  -9.9900   1.1700   0.1800   0.6100   0.0700 -99.9900   0.8500   2.0000
2007F     -0.1400   0.0510   0.0470   0.0380  -0.0400   0.0400  15.8700   0.0300  15.9100   0.0200   0.0276   0.0224   0.0242 -99.9900  -9.9900 -99.9900  -9.9900   0.0196   0.0159 -99.9900  -9.9900   0.9300   0.0700   0.5800   0.0600 -99.9900   3.8400   3.8400
2007qe    -0.2570   0.0490   0.1480   0.0590  -0.0100   0.0500  16.0100   0.0400  15.9900   0.0300   0.0871   0.0347   0.0244 -99.9900  -9.9900 -99.9900  -9.9900   0.0618   0.0246 -99.9900  -9.9900   0.9800   0.0500   0.5900   0.0600 -99.9900   1.9300   2.9400
2007S     -0.3230   0.0400   0.8330   0.0540   0.3900   0.0400  15.8200   0.0300  15.4000   0.0300   0.4900   0.0318   0.0137 -99.9900  -9.9900 -99.9900  -9.9900   0.3479   0.0226 -99.9900  -9.9900   0.8800   0.0800   0.6200   0.0800 -99.9900   4.8300   4.8300
2008bf    -0.1790   0.0640   0.1020   0.0490   0.0400   0.0500  15.7200   0.0400  15.6800   0.0400   0.0600   0.0288   0.0253  15.2900   0.0800  -0.4000   0.0900   0.0426   0.0204 -99.9900  -9.9900   1.0100   0.0900   0.5900   0.0800   2.0600   4.9100   4.9200
