SNLS-04D3ez       SNLS   Ia        -          214.78287500  53.07200000  A141907.89+530419.2        -9.99999999 -99.99999999    0.263
SNLS-04D3fk       SNLS   Ia        -          214.60916667  52.52852778  A141826.20+523142.7        -9.99999999 -99.99999999    0.358
SNLS-04D3fq       SNLS   Ia        -          214.24125000  52.37958333  A141657.90+522246.5        -9.99999999 -99.99999999    0.730
SNLS-04D3hn       SNLS   Ia        -          215.52879167  52.22861111  A142206.91+521343.0        -9.99999999 -99.99999999    0.552
SNLS-04D3kr       SNLS   Ia        -          214.14975000  52.47888889  A141635.94+522844.0        -9.99999999 -99.99999999    0.337
SNLS-04D3lu       SNLS   Ia        -          215.28337500  52.97491667  A142108.01+525829.7        -9.99999999 -99.99999999    0.822
SNLS-04D3mk       SNLS   Ia        -          214.85737500  53.16375000  A141925.77+530949.5        -9.99999999 -99.99999999    0.813
SNLS-04D3ml       SNLS   Ia        -          214.16287500  53.09330556  A141639.09+530535.9        -9.99999999 -99.99999999    0.950
SNLS-04D3nh       SNLS   Ia        -          215.61137500  52.33358333  A142226.73+522000.9        -9.99999999 -99.99999999    0.340
SNLS-04D3nq       SNLS   Ia        -          215.07995833  53.15441667  A142019.19+530915.9        -9.99999999 -99.99999999    0.220
SNLS-04D3ny       SNLS   Ia        -          214.73470833  52.18752778  A141856.33+521115.1        -9.99999999 -99.99999999    0.810
SNLS-04D3oe       SNLS   Ia        -          214.91408333  52.55394444  A141939.38+523314.2        -9.99999999 -99.99999999    0.756
SNLS-04D4an       SNLS   Ia        -          333.98800000 -17.69552778  A221557.12-174143.9        -9.99999999 -99.99999999    0.613
SNLS-04D4bq       SNLS   Ia        -          333.70579167 -17.82761111  A221449.39-174939.4        -9.99999999 -99.99999999    0.550
SNLS-04D4dm       SNLS   Ia        -          333.85612500 -17.24519444  A221525.47-171442.7        -9.99999999 -99.99999999    0.811
SNLS-04D4dw       SNLS   Ia        -          334.18612500 -17.83400000  A221644.67-175002.4        -9.99999999 -99.99999999    0.960
SNLS-04D3gx       SNLS   Ia:       -          215.05695833  52.28286111  A142013.67+521658.3        -9.99999999 -99.99999999    0.910
SNLS-04D3is       SNLS   Ia:       -          214.21654167  52.81269444  A141651.97+524845.7        -9.99999999 -99.99999999    0.710
SNLS-04D3ki       SNLS   Ia:       -          214.89416667  52.29238889  A141934.60+521732.6        -9.99999999 -99.99999999    0.930
SNLS-04D3ks       SNLS   Ia:       -          215.63950000  52.18538889  A142233.48+521107.4        -9.99999999 -99.99999999    0.752
SNLS-04D3lp       SNLS   Ia:       -          214.96212500  52.50330556  A141950.91+523011.9        -9.99999999 -99.99999999    0.983
SNLS-04D3nc       SNLS   Ia:       -          214.07591667  52.27391667  A141618.22+521626.1        -9.99999999 -99.99999999    0.817
SNLS-04D3nr       SNLS   Ia:       -          215.66054167  52.64886111  A142238.53+523855.9        -9.99999999 -99.99999999    0.960
SNLS-04D4bk       SNLS   Ia:       -          333.78200000 -18.06022222  A221507.68-180336.8        -9.99999999 -99.99999999    0.840
SNLS-03D1bf       SNLS   Ia:       -           36.00987500  -4.93258333  A022402.37-45557.3         -9.99999999 -99.99999999    0.703
SNLS-03D1bp       SNLS   Ia:       -           36.65712500  -4.83877778  A022637.71-45019.6         -9.99999999 -99.99999999    0.346
SNLS-03D4au       SNLS   Ia:       -          334.04133333 -18.07755556  A221609.92-180439.2        -9.99999999 -99.99999999    0.468
SNLS-03D4gf       SNLS   Ia:       -          333.59545833 -17.73402778  A221422.91-174402.5        -9.99999999 -99.99999999    0.580
SNLS-04D1aj       SNLS   Ia:       -           36.47491667  -4.99458333  A022553.98-45940.5         -9.99999999 -99.99999999    0.720
SNLS-04D1ak       SNLS   Ia:       -           36.88916667  -4.32741667  A022733.40-41938.7         -9.99999999 -99.99999999    0.526
SNLS-04D2ac       SNLS   Ia:       -          150.07883333   2.68933333  A100018.92+24121.6         -9.99999999 -99.99999999    0.348
SNLS-04D2iu       SNLS   Ia:       -          150.30508333   2.41497222  A100113.22+22453.9         -9.99999999 -99.99999999    0.690
SNLS-04D2ja       SNLS   Ia:       -          149.70216667   1.77183333  A095848.52+14618.6         -9.99999999 -99.99999999    0.740
SNLS-04D3gt       SNLS   Ia:       -          215.63587500  52.64702778  A142232.61+523849.3        -9.99999999 -99.99999999    0.451
